Episode,Reward,Wins,Losses,Epsilon
586,-8.088434745072203,64,107,0.00998645168764533
587,-1.7415943867359316,64,107,0.00998645168764533
588,-8.611749677824019,64,107,0.00998645168764533
589,-4.188840412120127,64,107,0.00998645168764533
590,-5.806348047542016,64,107,0.00998645168764533
591,-2.618482855693724,64,107,0.00998645168764533
592,-4.669353636712541,64,107,0.00998645168764533
593,-100.0,64,108,0.00998645168764533
594,-5.832292394124397,64,108,0.00998645168764533
595,-4.590612652732698,64,108,0.00998645168764533
596,-8.316011021782595,64,108,0.00998645168764533
597,-5.854017522052437,64,108,0.00998645168764533
598,-7.0125537489477345,64,108,0.00998645168764533
599,100.0,65,108,0.00998645168764533
600,-6.634042507739957,65,108,0.00998645168764533
601,-3.4518916152087336,65,108,0.00998645168764533
602,-4.347570360959973,65,108,0.00998645168764533
603,-1.098812124240851,65,108,0.00998645168764533
604,-6.436481349629991,65,108,0.00998645168764533
605,-100.0,65,109,0.00998645168764533
606,4.87444536037021,65,109,0.00998645168764533
